,Rented Bike Count,Temperature(Â°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(Â°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Time,FunctioningDay0,FunctioningDay1,Holiday0,Holiday1,Season0,Season1,Season2,Season3
173,84,-5.8,56,2.0,1941,-13.1,0.0,0.0,0.0,2017-12-08 05:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
174,158,-6.0,56,3.5,1853,-13.3,0.0,0.0,0.0,2017-12-08 06:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
175,387,-6.5,57,0.8,1776,-13.6,0.0,0.0,0.0,2017-12-08 07:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
176,780,-7.0,59,0.8,1559,-13.6,0.01,0.0,0.0,2017-12-08 08:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
177,395,-6.7,50,0.9,1492,-15.4,0.23,0.0,0.0,2017-12-08 09:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
178,261,-5.3,44,2.8,1516,-15.6,0.63,0.0,0.0,2017-12-08 10:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
179,310,-3.7,39,1.4,1595,-15.6,0.93,0.0,0.0,2017-12-08 11:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
180,355,-2.0,30,1.4,1728,-17.3,1.14,0.0,0.0,2017-12-08 12:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
181,354,-1.7,28,1.8,1963,-17.8,1.22,0.0,0.0,2017-12-08 13:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
182,350,-1.3,27,3.1,1906,-17.9,1.12,0.0,0.0,2017-12-08 14:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
183,362,-0.8,26,3.3,1977,-17.9,0.87,0.0,0.0,2017-12-08 15:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
184,401,-1.1,24,3.4,2000,-19.1,0.56,0.0,0.0,2017-12-08 16:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
185,500,-2.4,30,2.7,2000,-17.6,0.18,0.0,0.0,2017-12-08 17:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
186,752,-3.1,33,1.2,2000,-17.1,0.0,0.0,0.0,2017-12-08 18:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
187,477,-3.3,35,1.1,2000,-16.6,0.0,0.0,0.0,2017-12-08 19:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
188,384,-3.3,34,1.5,2000,-16.9,0.0,0.0,0.0,2017-12-08 20:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
189,336,-3.3,35,0.5,2000,-16.6,0.0,0.0,0.0,2017-12-08 21:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
190,347,-3.4,39,1.2,2000,-15.4,0.0,0.0,0.0,2017-12-08 22:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
191,275,-3.5,43,0.9,2000,-14.3,0.0,0.0,0.0,2017-12-08 23:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
192,267,-3.5,48,0.9,1967,-12.9,0.0,0.0,0.0,2017-12-09 00:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
193,296,-4.1,49,0.6,2000,-13.2,0.0,0.0,0.0,2017-12-09 01:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
194,237,-4.7,50,0.7,1983,-13.5,0.0,0.0,0.0,2017-12-09 02:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
195,169,-4.3,47,0.6,1992,-13.9,0.0,0.0,0.0,2017-12-09 03:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
196,96,-4.3,49,0.7,2000,-13.4,0.0,0.0,0.0,2017-12-09 04:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
197,56,-4.7,49,0.8,1999,-13.8,0.0,0.0,0.0,2017-12-09 05:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
198,76,-5.1,53,0.9,1975,-13.2,0.0,0.0,0.0,2017-12-09 06:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
199,127,-5.5,56,0.8,1950,-12.9,0.0,0.0,0.0,2017-12-09 07:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
200,222,-5.4,56,0.7,1940,-12.8,0.01,0.0,0.0,2017-12-09 08:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
201,291,-4.7,48,1.0,1784,-14.0,0.23,0.0,0.0,2017-12-09 09:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
202,273,-2.2,42,1.3,1646,-13.4,0.61,0.0,0.0,2017-12-09 10:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
203,351,0.0,45,1.1,1500,-10.5,0.89,0.0,0.0,2017-12-09 11:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
204,427,2.4,40,0.8,1809,-9.8,1.05,0.0,0.0,2017-12-09 12:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
205,431,3.9,36,2.0,1702,-9.8,1.13,0.0,0.0,2017-12-09 13:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
206,486,4.7,32,2.2,1948,-10.6,1.06,0.0,0.0,2017-12-09 14:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
207,569,5.2,30,2.0,1963,-11.0,0.84,0.0,0.0,2017-12-09 15:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
208,546,4.4,33,1.6,1963,-10.5,0.4,0.0,0.0,2017-12-09 16:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
209,481,3.5,37,1.8,1963,-9.8,0.1,0.0,0.0,2017-12-09 17:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
210,384,2.5,41,1.0,1974,-9.4,0.0,0.0,0.0,2017-12-09 18:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
211,275,1.5,48,0.4,1878,-8.3,0.0,0.0,0.0,2017-12-09 19:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
212,298,0.8,51,1.4,1848,-8.2,0.0,0.0,0.0,2017-12-09 20:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
213,321,-0.1,55,0.7,1654,-8.0,0.0,0.0,0.0,2017-12-09 21:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
214,289,-0.5,55,0.6,1655,-8.4,0.0,0.0,0.0,2017-12-09 22:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
215,265,-0.1,54,1.3,1570,-8.3,0.0,0.0,0.0,2017-12-09 23:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
216,326,-0.2,55,1.0,1629,-8.1,0.0,0.0,0.0,2017-12-10 00:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
217,280,-0.2,54,0.5,1747,-8.4,0.0,0.0,0.0,2017-12-10 01:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
218,243,0.2,52,0.7,1726,-8.5,0.0,0.0,0.0,2017-12-10 02:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
219,169,0.3,53,0.5,1748,-8.1,0.0,0.0,0.0,2017-12-10 03:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
220,71,0.4,52,1.6,1816,-8.3,0.0,0.0,0.0,2017-12-10 04:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
221,13,0.3,74,1.0,178,-3.7,0.0,0.0,0.7,2017-12-10 05:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
222,9,-0.5,90,0.9,91,-1.9,0.0,2.5,2.7,2017-12-10 06:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
223,20,-0.4,92,1.1,121,-1.5,0.0,0.0,4.0,2017-12-10 07:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
224,35,-0.2,90,1.2,378,-1.6,0.0,0.0,4.1,2017-12-10 08:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
225,31,0.2,90,1.0,305,-1.2,0.0,1.6,4.3,2017-12-10 09:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
226,19,0.5,91,0.4,143,-0.8,0.0,0.0,4.3,2017-12-10 10:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
227,58,0.9,92,0.9,137,-0.2,0.03,0.0,3.9,2017-12-10 11:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
228,119,2.3,88,0.3,245,0.5,0.28,0.0,3.1,2017-12-10 12:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
229,182,3.3,87,1.1,230,1.3,0.54,0.0,2.1,2017-12-10 13:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
230,235,4.2,85,0.7,325,1.8,0.65,0.0,1.4,2017-12-10 14:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
231,180,6.7,63,4.5,715,0.1,0.35,0.0,1.0,2017-12-10 15:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
232,214,5.4,71,3.5,622,0.5,0.2,0.0,0.5,2017-12-10 16:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
233,226,3.6,65,4.3,1061,-2.3,0.03,0.0,0.4,2017-12-10 17:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
234,210,2.0,61,3.0,2000,-4.7,0.0,0.0,0.0,2017-12-10 18:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
235,181,1.6,53,4.0,2000,-6.9,0.0,0.0,0.0,2017-12-10 19:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
236,165,0.6,57,3.9,1954,-6.9,0.0,0.0,0.0,2017-12-10 20:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
237,167,0.0,59,3.0,1862,-7.0,0.0,0.0,0.0,2017-12-10 21:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
238,152,-1.0,56,4.7,2000,-8.6,0.0,0.0,0.0,2017-12-10 22:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
239,148,-1.4,43,4.3,2000,-12.3,0.0,0.0,0.0,2017-12-10 23:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
240,125,-2.5,39,3.4,2000,-14.5,0.0,0.0,0.0,2017-12-11 00:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
241,111,-3.4,36,3.8,2000,-16.3,0.0,0.0,0.0,2017-12-11 01:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
242,67,-4.2,35,3.4,2000,-17.4,0.0,0.0,0.0,2017-12-11 02:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
243,45,-4.7,38,2.4,2000,-16.8,0.0,0.0,0.0,2017-12-11 03:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
244,44,-5.2,35,3.2,2000,-18.3,0.0,0.0,0.0,2017-12-11 04:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
245,86,-5.6,38,3.2,1974,-17.6,0.0,0.0,0.0,2017-12-11 05:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
246,136,-5.9,39,2.9,1979,-17.6,0.0,0.0,0.0,2017-12-11 06:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
247,325,-6.0,39,3.1,1996,-17.7,0.0,0.0,0.0,2017-12-11 07:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
248,653,-6.0,38,3.6,1994,-18.0,0.01,0.0,0.0,2017-12-11 08:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
249,326,-5.9,36,5.1,1941,-18.6,0.1,0.0,0.0,2017-12-11 09:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
250,212,-5.3,32,4.5,2000,-19.4,0.62,0.0,0.0,2017-12-11 10:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
251,226,-4.7,36,3.8,2000,-17.5,1.0,0.0,0.0,2017-12-11 11:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
252,247,-5.2,33,4.6,1973,-19.0,1.26,0.0,0.0,2017-12-11 12:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
253,241,-5.4,32,5.1,1986,-19.5,1.24,0.0,0.0,2017-12-11 13:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
254,253,-5.4,31,4.1,1945,-19.9,1.13,0.0,0.0,2017-12-11 14:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
255,269,-5.5,33,4.5,2000,-19.2,0.92,0.0,0.0,2017-12-11 15:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
256,277,-6.0,40,4.0,2000,-17.4,0.55,0.0,0.0,2017-12-11 16:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
257,361,-7.1,44,4.2,2000,-17.3,0.18,0.0,0.0,2017-12-11 17:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
258,557,-7.9,43,3.3,2000,-18.3,0.0,0.0,0.0,2017-12-11 18:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
259,371,-8.6,45,3.9,2000,-18.4,0.0,0.0,0.0,2017-12-11 19:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
260,254,-9.3,49,3.8,2000,-18.0,0.0,0.0,0.0,2017-12-11 20:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
261,266,-9.7,51,2.5,2000,-17.9,0.0,0.0,0.0,2017-12-11 21:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
262,222,-10.2,50,3.0,2000,-18.6,0.0,0.0,0.0,2017-12-11 22:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
263,174,-10.7,53,1.2,2000,-18.4,0.0,0.0,0.0,2017-12-11 23:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
264,133,-11.0,51,1.1,2000,-19.1,0.0,0.0,0.0,2017-12-12 00:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
265,127,-11.2,51,1.1,2000,-19.3,0.0,0.0,0.0,2017-12-12 01:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
266,95,-11.5,50,0.7,2000,-19.8,0.0,0.0,0.0,2017-12-12 02:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
267,54,-11.6,50,2.2,1995,-19.9,0.0,0.0,0.0,2017-12-12 03:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
268,46,-11.6,47,2.1,1982,-20.6,0.0,0.0,0.0,2017-12-12 04:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
269,65,-11.6,45,2.8,1951,-21.1,0.0,0.0,0.0,2017-12-12 05:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
270,104,-11.8,47,2.5,1973,-20.8,0.0,0.0,0.0,2017-12-12 06:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
271,280,-12.1,50,2.3,1929,-20.4,0.0,0.0,0.0,2017-12-12 07:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
272,580,-12.3,52,1.3,1914,-20.1,0.0,0.0,0.0,2017-12-12 08:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
273,275,-11.8,46,2.9,1956,-21.1,0.1,0.0,0.0,2017-12-12 09:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
274,184,-10.5,45,3.3,1855,-20.1,0.6,0.0,0.0,2017-12-12 10:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
275,201,-9.4,42,3.1,1815,-19.9,0.93,0.0,0.0,2017-12-12 11:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
276,228,-8.3,35,2.9,1967,-21.0,1.14,0.0,0.0,2017-12-12 12:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
277,225,-6.9,37,2.4,1955,-19.1,1.22,0.0,0.0,2017-12-12 13:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
278,258,-5.4,32,2.0,1930,-19.5,1.12,0.0,0.0,2017-12-12 14:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
279,250,-5.8,30,2.8,2000,-20.6,0.92,0.0,0.0,2017-12-12 15:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
280,248,-6.0,29,2.8,1983,-21.2,0.58,0.0,0.0,2017-12-12 16:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
281,305,-7.0,32,2.6,2000,-20.9,0.19,0.0,0.0,2017-12-12 17:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
282,529,-7.7,36,1.0,2000,-20.2,0.0,0.0,0.0,2017-12-12 18:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
283,350,-8.2,43,1.1,2000,-18.5,0.0,0.0,0.0,2017-12-12 19:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
284,260,-8.4,42,1.0,2000,-19.0,0.0,0.0,0.0,2017-12-12 20:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
285,270,-8.8,43,1.4,1999,-19.1,0.0,0.0,0.0,2017-12-12 21:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
286,256,-9.0,45,1.3,1999,-18.7,0.0,0.0,0.0,2017-12-12 22:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
287,173,-9.3,47,2.1,2000,-18.5,0.0,0.0,0.0,2017-12-12 23:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
288,168,-9.5,48,1.3,1996,-18.4,0.0,0.0,0.0,2017-12-13 00:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
289,183,-10.2,52,1.6,1997,-18.2,0.0,0.0,0.0,2017-12-13 01:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
290,120,-10.4,53,1.8,1949,-18.1,0.0,0.0,0.0,2017-12-13 02:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
291,79,-10.9,55,1.8,1913,-18.1,0.0,0.0,0.0,2017-12-13 03:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
292,41,-11.4,58,1.3,1907,-18.0,0.0,0.0,0.0,2017-12-13 04:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
293,68,-11.5,58,1.1,1923,-18.1,0.0,0.0,0.0,2017-12-13 05:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
294,109,-11.9,57,1.1,1974,-18.7,0.0,0.0,0.0,2017-12-13 06:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
295,310,-11.7,53,1.6,1998,-19.3,0.0,0.0,0.0,2017-12-13 07:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
296,591,-11.4,47,3.3,2000,-20.4,0.0,0.0,0.0,2017-12-13 08:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
297,340,-11.1,46,3.4,1981,-20.4,0.1,0.0,0.0,2017-12-13 09:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
298,202,-9.5,39,2.1,1875,-20.9,0.6,0.0,0.0,2017-12-13 10:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
299,251,-8.1,35,1.8,1806,-20.9,0.96,0.0,0.0,2017-12-13 11:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
300,267,-6.5,30,2.9,1945,-21.2,1.17,0.0,0.0,2017-12-13 12:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
301,251,-5.8,28,2.9,1887,-21.4,1.23,0.0,0.0,2017-12-13 13:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
302,240,-4.7,27,2.9,1883,-20.8,1.12,0.0,0.0,2017-12-13 14:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
303,240,-4.9,26,3.1,1887,-21.5,0.89,0.0,0.0,2017-12-13 15:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
304,278,-4.5,26,2.2,2000,-21.1,0.56,0.0,0.0,2017-12-13 16:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
305,392,-5.6,29,1.7,2000,-20.8,0.18,0.0,0.0,2017-12-13 17:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
306,537,-6.6,33,1.1,2000,-20.2,0.0,0.0,0.0,2017-12-13 18:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
307,373,-6.6,31,1.6,2000,-20.9,0.0,0.0,0.0,2017-12-13 19:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
308,263,-7.6,35,0.8,2000,-20.4,0.0,0.0,0.0,2017-12-13 20:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
309,271,-8.3,39,1.0,2000,-19.8,0.0,0.0,0.0,2017-12-13 21:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
310,271,-8.9,39,0.1,2000,-20.3,0.0,0.0,0.0,2017-12-13 22:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
311,174,-9.2,44,0.4,1978,-19.2,0.0,0.0,0.0,2017-12-13 23:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
312,171,-9.5,50,0.6,1953,-18.0,0.0,0.0,0.0,2017-12-14 00:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
313,170,-9.8,48,0.8,2000,-18.7,0.0,0.0,0.0,2017-12-14 01:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
314,107,-10.6,44,0.8,1903,-20.5,0.0,0.0,0.0,2017-12-14 02:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
315,80,-10.7,48,0.4,1651,-19.6,0.0,0.0,0.0,2017-12-14 03:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
316,52,-11.0,50,0.8,1718,-19.4,0.0,0.0,0.0,2017-12-14 04:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
317,62,-10.8,48,0.8,1648,-19.6,0.0,0.0,0.0,2017-12-14 05:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
318,108,-11.0,55,0.8,1541,-18.2,0.0,0.0,0.0,2017-12-14 06:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
319,279,-10.9,57,1.1,1387,-17.7,0.0,0.0,0.0,2017-12-14 07:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
320,621,-10.4,54,1.1,1432,-17.9,0.01,0.0,0.0,2017-12-14 08:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
321,305,-9.4,44,0.5,1680,-19.4,0.13,0.0,0.0,2017-12-14 09:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
322,189,-7.7,43,0.9,1555,-18.1,0.35,0.0,0.0,2017-12-14 10:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
323,247,-6.1,38,1.0,1587,-18.1,0.52,0.0,0.0,2017-12-14 11:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
324,278,-4.9,34,1.3,1768,-18.3,0.6,0.0,0.0,2017-12-14 12:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
325,282,-3.8,32,0.9,1827,-18.1,0.52,0.0,0.0,2017-12-14 13:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
326,294,-2.7,28,0.7,1857,-18.7,0.65,0.0,0.0,2017-12-14 14:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
327,301,-2.5,29,1.1,1667,-18.1,0.48,0.0,0.0,2017-12-14 15:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
328,335,-2.4,28,0.9,1878,-18.4,0.35,0.0,0.0,2017-12-14 16:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
329,382,-2.9,31,0.6,1723,-17.7,0.09,0.0,0.0,2017-12-14 17:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
330,612,-3.5,35,1.1,1414,-16.7,0.0,0.0,0.0,2017-12-14 18:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
331,410,-4.2,40,0.9,1216,-15.8,0.0,0.0,0.0,2017-12-14 19:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
332,277,-4.8,43,1.1,1397,-15.4,0.0,0.0,0.0,2017-12-14 20:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
333,316,-4.8,45,0.8,1351,-14.9,0.0,0.0,0.0,2017-12-14 21:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
334,309,-4.9,44,1.1,1369,-15.3,0.0,0.0,0.0,2017-12-14 22:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
335,211,-5.6,53,1.2,1290,-13.6,0.0,0.0,0.0,2017-12-14 23:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
336,227,-5.7,53,0.6,1262,-13.7,0.0,0.0,0.0,2017-12-15 00:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
337,241,-6.3,57,0.4,1148,-13.4,0.0,0.0,0.0,2017-12-15 01:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
338,162,-6.8,58,0.4,1089,-13.6,0.0,0.0,0.0,2017-12-15 02:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
339,110,-6.9,56,0.5,1111,-14.2,0.0,0.0,0.0,2017-12-15 03:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
340,69,-7.1,59,0.8,1058,-13.7,0.0,0.0,0.0,2017-12-15 04:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
341,68,-7.5,64,0.9,989,-13.1,0.0,0.0,0.0,2017-12-15 05:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
342,129,-7.4,64,0.7,906,-13.0,0.0,0.0,0.0,2017-12-15 06:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
343,285,-7.0,63,0.6,865,-12.8,0.0,0.0,0.0,2017-12-15 07:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
344,658,-6.6,64,1.1,791,-12.2,0.0,0.0,0.0,2017-12-15 08:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
345,330,-5.9,60,0.6,691,-12.4,0.09,0.0,0.0,2017-12-15 09:00:00,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
